"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-1 Rate","ASC-1 Footnote","ASC-2 Rate","ASC-2 Footnote","ASC-3 Rate","ASC-3 Footnote","ASC-4 Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-19 Total Cases","ASC-19 Performance Category","ASC-19 RSHV Rate","ASC-19 Interval Lower Limit","ASC-19 Interval Upper Limit","ASC-19 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
SOUTH SHORE ENDOSCOPY CENTER INC,22C0001026,1831122159,BRAINTREE,MA,2184,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,100,
APAC SURGICAL CENTER II LLC,15C0001100,1831125962,CROWN POINT,IN,46307,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
APAC SURGICAL CENTER II LLC,15C0001100,1831125962,CROWN POINT,IN,46307,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,65.9,
ABINGTON SURGICAL CENTER,39C0001031,1831139955,WILLOW GROVE,PA,19090,2023,0,,0.03,,0.02,,0.2,,59.76,,N/A,5,76,No Different Than the National Rate,10.4,7.1,15.2,,59.64,,1.01,,63,No Different Than the National Rate,2.2,1.4,3.5,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,415,No Different than expected,1,0.6,1.5,,,N/A,5
ABINGTON SURGICAL CENTER,39C0001031,1831139955,WILLOW GROVE,PA,19090,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,209,99.5,
MIAMI SURGICAL CENTER,10C0001400,1831140151,MIAMI,FL,33173,2023,N/A,5,N/A,5,N/A,5,0.34,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,170,No Different Than the National Rate,2.2,1.4,3.4,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MIAMI SURGICAL CENTER,10C0001400,1831140151,MIAMI,FL,33173,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,57,97.3,
MERIDIAN PLASTIC SURGERY CENTER PC,15C0001025,1831148527,INDIANAPOLIS,IN,46290,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,48,No Different than expected,1,0.6,1.9,,,N/A,5
MERIDIAN PLASTIC SURGERY CENTER PC,15C0001025,1831148527,INDIANAPOLIS,IN,46290,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THE SURGICAL CENTER OF GREATER ANNAPOLIS INC,21C0001029,1831153527,ARNOLD,MD,21012,2023,0,,0,,0,,0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
THE SURGICAL CENTER OF GREATER ANNAPOLIS INC,21C0001029,1831153527,ARNOLD,MD,21012,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,91.5,
SPOKANE EYE CLINIC INC PS,50C0001022,1831165331,SPOKANE,WA,99204,2023,0,,0,,0,,0.01,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.28,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,48,No Different than expected,1,0.6,1.8,,,N/A,5
SPOKANE EYE CLINIC INC PS,50C0001022,1831165331,SPOKANE,WA,99204,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,66,88.5,
THIBODAUX ENDOSCOPY LLC,19C0001082,1831167329,THIBODAUX,LA,70301,2023,0,,0,,0,,0,,99.72,,N/A,5,1108,No Different Than the National Rate,9,6.5,12.5,,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THIBODAUX ENDOSCOPY LLC,19C0001082,1831167329,THIBODAUX,LA,70301,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31,97.9,
ADVANCED ENDOSCOPY CENTER,26C0001091,1831180272,CREVE COEUR,MO,63141,2023,N/A,5,N/A,5,N/A,5,0.07,,68.15,,N/A,5,2860,No Different Than the National Rate,9.6,7.3,12.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ADVANCED ENDOSCOPY CENTER,26C0001091,1831180272,CREVE COEUR,MO,63141,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,33,100,
ZION EYE INSTITUTE INC,46C0001018,1831182799,ST GEORGE,UT,84790,2023,N/A,5,N/A,5,0.03,,0.03,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,91.95,,0.18,,77,No Different Than the National Rate,2.1,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ZION EYE INSTITUTE INC,46C0001018,1831182799,ST GEORGE,UT,84790,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,54,75.9,
LARGO SURGERY LLC DBA WEST BAY SURGERY CENTER,10C0001096,1831195379,LARGO,FL,33770,2023,N/A,5,N/A,5,N/A,5,0.07,,52.85,,N/A,5,1298,No Different Than the National Rate,9,6.6,12.1,,100,,N/A,5,38,No Different Than the National Rate,2.1,1.3,3.4,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
LARGO SURGERY LLC DBA WEST BAY SURGERY CENTER,10C0001096,1831195379,LARGO,FL,33770,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,67,85.7,
FAMILY SURGERY CENTER,24C0001051,1831200120,WILLMAR,MN,56201,2023,0,,0,,0,,0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
FAMILY SURGERY CENTER,24C0001051,1831200120,WILLMAR,MN,56201,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,63.2,
THE ENDOSCOPY CENTER AT BAINBRIDGE LLC,36C0001229,1831217231,CHAGRIN FALLS,OH,44023,2023,N/A,5,N/A,5,N/A,5,N/A,5,91.16,,N/A,5,1489,No Different Than the National Rate,9.4,6.8,12.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
THE ENDOSCOPY CENTER AT BAINBRIDGE LLC,36C0001229,1831217231,CHAGRIN FALLS,OH,44023,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,65,92.3,
ANGELINA THERESA BUCCI EYE SURGERY CENTER,39C0001108,1831224922,WILKES BARRE,PA,18702,2023,0,,0,,0,,0.05,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.47,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ANGELINA THERESA BUCCI EYE SURGERY CENTER,39C0001108,1831224922,WILKES BARRE,PA,18702,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,88.9,
LACKAWANNA PHYSICIANS AMBULATORY SURGERY CENTER LLC DBA NORTH EAST SURGERY CENTER,39C0001098,1831230788,SCRANTON,PA,18508,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,304,No Different Than the National Rate,9.5,6.6,13.5,,N/A,5,N/A,5,287,No Different Than the National Rate,2.1,1.4,3.3,,80,No Different Than the National Rate,4.6,3,7.2,,220,No Different than expected,0.9,0.5,1.5,,,N/A,5
LACKAWANNA PHYSICIANS AMBULATORY SURGERY CENTER LLC DBA NORTH EAST SURGERY CENTER,39C0001098,1831230788,SCRANTON,PA,18508,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTHERN CALIFORNIA STONE CENTER,05C0001441,1831235878,ENCINO,CA,91316,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,77,No Different Than the National Rate,9.5,6.5,13.8,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,206,No Different Than the National Rate,5.1,3.5,7.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SOUTHERN CALIFORNIA STONE CENTER,05C0001441,1831235878,ENCINO,CA,91316,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CORPUS CHRISTI ENDOSCOPY CENTER LLP,45C0001470,1831238773,CORPUS CHRISTI,TX,78414,2023,N/A,5,N/A,5,N/A,5,0.11,,86.81,,N/A,5,1849,No Different Than the National Rate,8.7,6.4,11.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CORPUS CHRISTI ENDOSCOPY CENTER LLP,45C0001470,1831238773,CORPUS CHRISTI,TX,78414,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,50,78,
THE AMBULATORY SURGERY CENTER OF WESTCHESTER,33C0001062,1831274208,MOUNT KISCO,NY,10549,2023,N/A,5,0.03,,N/A,5,0.08,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.38,,0,,298,No Different Than the National Rate,2.3,1.5,3.4,,N/A,N/A,N/A,N/A,N/A,5,232,No Different than expected,1,0.6,1.6,,,N/A,5
THE AMBULATORY SURGERY CENTER OF WESTCHESTER,33C0001062,1831274208,MOUNT KISCO,NY,10549,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,115,100,
NORTH JERSEY GASTROENTEROLOGY ENDOSCOPY CENTER,31C0001119,1831275775,WAYNE,NJ,7470,2023,0,,0.02,,0,,0.15,,93.36,,N/A,5,1390,No Different Than the National Rate,10.1,7.3,13.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH JERSEY GASTROENTEROLOGY ENDOSCOPY CENTER,31C0001119,1831275775,WAYNE,NJ,7470,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,25,100,
EFFINGHAM SURGICAL PARTNERS LLC,14C0001074,1831280536,EFFINGHAM,IL,62401,2023,0,,0.03,,0,,0.06,,100,,N/A,5,1107,No Different Than the National Rate,9.2,6.5,12.8,,100,,0,,335,No Different Than the National Rate,2.3,1.6,3.4,,47,No Different Than the National Rate,5.6,3.7,8.9,,333,No Different than expected,0.9,0.5,1.4,,,N/A,5
EFFINGHAM SURGICAL PARTNERS LLC,14C0001074,1831280536,EFFINGHAM,IL,62401,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,110,79.2,
THE COOKEVILLE SURGERY CENTER,44C0001022,1831283860,COOKEVILLE,TN,38501,2023,0,,0,,0,,0.12,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,371,No Different than expected,1.1,0.7,1.7,,,N/A,5
THE COOKEVILLE SURGERY CENTER,44C0001022,1831283860,COOKEVILLE,TN,38501,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,91.9,
THE WOMENS SURGERY CENTER LLC,11C0001201,1831301050,STATESBORO,GA,30458,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THE WOMENS SURGERY CENTER LLC,11C0001201,1831301050,STATESBORO,GA,30458,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,8,N/A,1
GASTROENTEROLOGY EAST,34C0001156,1831349406,GREENVILLE,NC,27834,2023,N/A,5,N/A,5,N/A,5,0.16,,N/A,5,N/A,5,1840,No Different Than the National Rate,10.8,8.1,14.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GASTROENTEROLOGY EAST,34C0001156,1831349406,GREENVILLE,NC,27834,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,47,68.6,
THE SURGICAL CENTER AT COLUMBIA ORTHOPAEDIC GROUP LLC,26C0001131,1831360247,COLUMBIA,MO,65201,2023,N/A,5,N/A,5,N/A,5,0.32,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.68,,N/A,5,1709,No Different Than the National Rate,1.7,1.3,2.2,,N/A,N/A,N/A,N/A,N/A,5,44,No Different than expected,0.9,0.5,1.7,,,N/A,5
THE SURGICAL CENTER AT COLUMBIA ORTHOPAEDIC GROUP LLC,26C0001131,1831360247,COLUMBIA,MO,65201,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,125,86.4,
PACIFIC CATARACT AND LASER INSTITUTE INC PC,50C0001144,1831366517,SPOKANE VALLEY,WA,99216,2023,0,,0,,0,,0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.35,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,50C0001144,1831366517,SPOKANE VALLEY,WA,99216,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,35,68.6,
VERMONT EYE SURGERY LASER CENTER LLC,47C0001000,1831368356,SOUTH BURLINGTON,VT,5403,2023,0,,0,,0,,0.07,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.07,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
VERMONT EYE SURGERY LASER CENTER LLC,47C0001000,1831368356,SOUTH BURLINGTON,VT,5403,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,42,100,
PRISTINE SURGERY CENTER INC,05C0001966,1831371749,FRESNO,CA,93720,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,86,No Different Than the National Rate,10,6.8,14.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PRISTINE SURGERY CENTER INC,05C0001966,1831371749,FRESNO,CA,93720,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OXFORD UROCARE PLLC,25C0001079,1831413772,OXFORD,MS,38655,2023,N/A,5,0.03,,N/A,5,0.11,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,717,No Different Than the National Rate,5.7,4.4,7.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OXFORD UROCARE PLLC,25C0001079,1831413772,OXFORD,MS,38655,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,70,
TITUSVILLE CENTER FOR SURGICAL EXCELLENCE LLC,10C0001549,1831420694,TITUSVILLE,FL,32796,2023,0,,0,,0,,0.22,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0,,193,No Different Than the National Rate,2.2,1.5,3.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
TITUSVILLE CENTER FOR SURGICAL EXCELLENCE LLC,10C0001549,1831420694,TITUSVILLE,FL,32796,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,60,83.4,
OAK TREE SURGICAL CENTER LLC,05C0001935,1831428861,THOUSAND OAKS,CA,91360,2023,N/A,5,N/A,5,N/A,5,N/A,5,89.19,,N/A,5,683,No Different Than the National Rate,8.7,6.1,12.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
OAK TREE SURGICAL CENTER LLC,05C0001935,1831428861,THOUSAND OAKS,CA,91360,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,100,
GRIFFISS EC LLC,33C0001121,1831484567,ROME,NY,13421,2023,N/A,5,0.06,,0,,0.08,,96.21,,N/A,5,743,No Different Than the National Rate,9.3,6.6,12.8,,99.47,,0.21,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,65,No Different Than the National Rate,5.6,3.6,8.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
GRIFFISS EC LLC,33C0001121,1831484567,ROME,NY,13421,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97,100,
HAGERSTOWN SURGERY CENTER LLC,21C0001525,1831489335,HAGERSTOWN,MD,21742,2023,0,,0,,0,,0.13,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.83,,N/A,5,430,No Different Than the National Rate,2.2,1.5,3.1,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
HAGERSTOWN SURGERY CENTER LLC,21C0001525,1831489335,HAGERSTOWN,MD,21742,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,89.5,
ANTELOPE VALLEY SURGERY CENTER PC,05C0001985,1831496231,PALMDALE,CA,93551,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,320,No Different than expected,0.9,0.6,1.6,,,N/A,5
ANTELOPE VALLEY SURGERY CENTER PC,05C0001985,1831496231,PALMDALE,CA,93551,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LONGLEAF SURGERY CENTER,10C0001582,1831525112,NEW PORT RICHEY,FL,34655,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,114,No Different Than the National Rate,2.3,1.5,3.5,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
LONGLEAF SURGERY CENTER,10C0001582,1831525112,NEW PORT RICHEY,FL,34655,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,100,
